link,number_of_rooms,number_of_bedrooms,number_of_bathrooms,area_type,area_value,occupancy,additional_features,year_built,parking_total,Title,Price,Location
https://www.centris.ca/en/condos-apartments~for-rent~saint-jean-de-matha/14010997?view=Summary&uc=3,9 rooms,3 bedrooms,1 bathroom,N/A,N/A,30 days after acceptance of promise to rent,"Cats allowed, Dogs allowed, Pets allowed with conditions, Smoking not allowed, Furnished, Internet included",2023,Driveway (2),"Condo / Apartment for rent in Saint-Jean-de-Matha, Lanaudière, 188, Chemin du Golf, 14010997 - Centris.ca","$2,200 /month","188, Chemin du Golf
Saint-Jean-de-Matha"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/26547651?view=Summary&uc=3,3 rooms,3 bedrooms,1 bathroom,Net area,"1,090 sqft",2024-10-01,"Animals not allowed, Smoking not allowed, Furnished",N/A,N/A,"Condo / Apartment for rent in Montréal (Le Plateau-Mont-Royal), Montréal (Island), 3859, Rue de Mentana, 26547651 - Centris.ca","$3,300 /month","3859, Rue de Mentana
Montréal (Le Plateau-Mont-Royal)
Neighbourhood Le Plateau-Mont-Royal"
https://www.centris.ca/en/condos-apartments~for-rent~trois-rivieres/20158561?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,Gross area,"1,483 sqft",According to leases,N/A,2024,N/A,"Condo / Apartment for rent in Trois-Rivières, Mauricie, 2165, Rue des Loyaux, apt. 306, 20158561 - Centris.ca","$2,600 /month","2165, Rue des Loyaux, apt. 306
Trois-Rivières
Neighbourhood Trois-Rivières-Ouest"
https://www.centris.ca/en/houses~for-rent~boisbriand/21691337?view=Summary&uc=3,10 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,15 days after acceptance of promise to rent,"Furnished, Internet included",2022,N/A,"House for rent in Boisbriand, Laurentides, 23, Rue Fortin, 21691337 - Centris.ca","$4,500 /month","23, Rue Fortin
Boisbriand
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/12322719?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,635 sqft,2024-07-01,"Located on a fleuve (river), Navigable body of water, Animals allowed, Adapted for reduced mobility, Elevator, Internet included, Private yard, Near the REM",2024,Garage (1),"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 1020, Rue Levert, apt. 304, 12322719 - Centris.ca","$2,225 /month","1020, Rue Levert, apt. 304
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Île-des-Soeurs"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/17220695?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Gross area,927 sqft,2024-07-15,"Animals not allowed, Smoking not allowed, Elevator, Private balcony, Fitness room, Near the REM",2024,Garage (2),"Condo / Apartment for rent in Montréal (Ahuntsic-Cartierville), Montréal (Island), 10120, Rue Lauraine-Vaillancourt, apt. 503, 17220695 - Centris.ca","$2,200 /month","10120, Rue Lauraine-Vaillancourt, apt. 503
Montréal (Ahuntsic-Cartierville)
Neighbourhood Ahuntsic West"
https://www.centris.ca/en/condos-apartments~for-rent~salaberry-de-valleyfield/15707535?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,Net area,873 sqft,2024-07-01,Animals not allowed,"2024, New",N/A,"Condo / Apartment for rent in Salaberry-de-Valleyfield, Montérégie, 176, Rue Jacques-Cartier, apt. 2, 15707535 - Centris.ca","$1,450 /month","176, Rue Jacques-Cartier, apt. 2
Salaberry-de-Valleyfield
Neighbourhood Salaberry-de-Valleyfield"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/9031713?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Gross area,795 sqft,5 days after acceptance of promise to rent,Elevator,"2022, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2330, Rue Tupper, apt. 2805, 9031713 - Centris.ca","$3,112 /month","2330, Rue Tupper, apt. 2805
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/cottages~for-rent~mont-blanc/15841484?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Lot area,"40,000 sqft",According to leases,"Furnished, Internet included",N/A,Driveway (3),"Cottage for rent in Mont-Blanc, Laurentides, 734, Rue Sarrazin, 15841484 - Centris.ca","$1,800 /month","734, Rue Sarrazin
Mont-Blanc"
https://www.centris.ca/en/cottages~for-rent~saint-hippolyte/22231935?view=Summary&uc=3,7 rooms,4 bedrooms (1 in basement),1 bathroom,Lot area,"25,285 sqft",According to leases,"Located on a lake, Navigable body of water, Furnished, Internet included, Private balcony, Basement 6 feet or +",1970,Driveway (2),"Cottage for rent in Saint-Hippolyte, Laurentides, 24, Croissant du Domaine-Namur, 22231935 - Centris.ca","$3,500 /month","24, Croissant du Domaine-Namur
Saint-Hippolyte"
https://www.centris.ca/en/condos-apartments~for-rent~laval-sainte-dorothee/16533583?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom and 1 powder room,Net area,"1,150 sqft",2 days after acceptance of promise to rent,Basement 6 feet or +,2009,Driveway (1),"Condo / Apartment for rent in Laval (Sainte-Dorothée), Laval, 500, Rue Étienne-Lavoie, 16533583 - Centris.ca","$2,200 /month","500, Rue Étienne-Lavoie
Laval (Sainte-Dorothée)
Neighbourhood East Islemère"
https://www.centris.ca/en/houses~for-rent~sainte-adele/24783140?view=Summary&uc=3,12 rooms,3 bedrooms (1 in basement),3 bathrooms,Lot area,"54,000 sqft",2024-07-01,"Access to a lake, Furnished",2012,"Driveway (6), Garage (3)","House for rent in Sainte-Adèle, Laurentides, 2130, Rue des Seigneurs, 24783140 - Centris.ca","$3,800 /month","2130, Rue des Seigneurs
Sainte-Adèle
Neighbourhood Sainte-Adèle"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-villeray-saint-michel-parc-extension/11153252?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,Net area,727 sqft,15 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished, Private balcony, Fitness room, Bicycle storage area, Near the REM",2019,Garage (1),"Condo / Apartment for rent in Montréal (Villeray/Saint-Michel/Parc-Extension), Montréal (Island), 85, Rue De Castelnau Ouest, apt. 515, 11153252 - Centris.ca","$2,600 /month","85, Rue De Castelnau Ouest, apt. 515
Montréal (Villeray/Saint-Michel/Parc-Extension)
Neighbourhood Villeray"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/15914849?view=Summary&uc=3,10 rooms,3 bedrooms,3 bathrooms,Gross area,"1,829 sqft",7 days after acceptance of promise to rent,Smoking not allowed,N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 3410, Rue Peel, apt. 2704, 15914849 - Centris.ca","$8,500 /month","3410, Rue Peel, apt. 2704
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/10257091?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,N/A,N/A,3 days after acceptance of promise to rent,"Smoking not allowed, Adapted for reduced mobility, Elevator, Semi-furnished, Fitness room, Bicycle storage area, Near the REM",2024,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1210, Rue Jeanne-Mance, apt. 2802, 10257091 - Centris.ca","$2,100 /month","1210, Rue Jeanne-Mance, apt. 2802
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/12403320?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-01,N/A,2017,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1330, Rue Olier, apt. 206, 12403320 - Centris.ca","$2,450 /month","1330, Rue Olier, apt. 206
Montréal (Le Sud-Ouest)
Neighbourhood Griffintown"
https://www.centris.ca/en/condos-apartments~for-rent~levis-les-chutes-de-la-chaudiere-ouest/25199913?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,692 sqft,2024-07-01,"Animals allowed, Smoking not allowed, Elevator, Internet included","Under construction, New",Garage (1),"Condo / Apartment for rent in Lévis (Les Chutes-de-la-Chaudière-Ouest), Chaudière-Appalaches, 901, Rue de l'Amont, apt. 101, 25199913 - Centris.ca","$1,245 /month","901, Rue de l'Amont, apt. 101
Lévis (Les Chutes-de-la-Chaudière-Ouest)
Neighbourhood Saint-Nicolas"
https://www.centris.ca/en/houses~for-rent~saint-sauveur/9356450?view=Summary&uc=3,13 rooms,5 bedrooms (2 in basement),2 bathrooms,Lot area,"11,000 sqft",2024-11-01,"Furnished, Internet included",N/A,"Driveway (4), Garage (1)","House for rent in Saint-Sauveur, Laurentides, 56, Rue du Domaine-de-la-Marquise, 9356450 - Centris.ca","$4,000 /month","56, Rue du Domaine-de-la-Marquise
Saint-Sauveur"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-outremont/9746788?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,Gross area,850 sqft,5 days after acceptance of promise to rent,N/A,1951,N/A,"Condo / Apartment for rent in Montréal (Outremont), Montréal (Island), 981, Avenue Rockland, 9746788 - Centris.ca","$1,600 /month","981, Avenue Rockland
Montréal (Outremont)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/21690329?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,481 sqft,2024-07-01,"Animals not allowed, Smoking not allowed, Elevator, Furnished, Internet included, Roof terrace, Fitness room, Near the REM",2012,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 71, Rue Duke, apt. 202, 21690329 - Centris.ca","$1,995 /month","71, Rue Duke, apt. 202
Montréal (Ville-Marie)
Neighbourhood La Cité du Multimédia"
https://www.centris.ca/en/houses~for-rent~montreal-outremont/13849249?view=Summary&uc=3,15 rooms,5 bedrooms (1 in basement),3 bathrooms and 1 powder room,Lot area,"5,196 sqft",2024-08-15,Basement 6 feet or +,1964,"Driveway (2), Garage (2)","House for rent in Montréal (Outremont), Montréal (Island), 90, Avenue Courcelette, 13849249 - Centris.ca","$14,500 /month","90, Avenue Courcelette
Montréal (Outremont)"
https://www.centris.ca/en/houses~for-rent~brossard/10929428?view=Summary&uc=3,12 rooms,4 bedrooms (1 in basement),2 bathrooms,N/A,N/A,2024-09-01,"Basement 6 feet or +, Near the REM",N/A,"Driveway (2), Garage (1)","House for rent in Brossard, Montérégie, 5555, Rue Vauclin, 10929428 - Centris.ca","$3,000 /month","5555, Rue Vauclin
Brossard
Neighbourhood Street names (V)"
https://www.centris.ca/en/houses~for-sale~bromont/19762846?view=Summary&uc=3,15 rooms,4 bedrooms (1 in basement),3 bathrooms,Lot area,"5,124 sqft",2024-07-05,Private yard,2020,"Driveway (2), Garage (1)","House for sale in Bromont, Estrie, 71, Rue de Joliette, apt. 6, 19762846 - Centris.ca","$4,000 /month","71, Rue de Joliette, apt. 6
Bromont"
https://www.centris.ca/en/condos-apartments~for-rent~laval-chomedey/15999969?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,N/A,N/A,2 days after acceptance of promise to rent,"Elevator, Furnished, Internet included, Near the REM",2022,Garage (1),"Condo / Apartment for rent in Laval (Chomedey), Laval, 3980, boulevard Saint-Elzear Ouest, apt. 702, 15999969 - Centris.ca","$2,400 /month","3980, boulevard Saint-Elzear Ouest, apt. 702
Laval (Chomedey)
Neighbourhood Others"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/22914766?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-08-01,Pets allowed with conditions,1910,N/A,"Condo / Apartment for rent in Montréal (Le Plateau-Mont-Royal), Montréal (Island), 131, Rue Villeneuve Ouest, 22914766 - Centris.ca","$2,200 /month","131, Rue Villeneuve Ouest
Montréal (Le Plateau-Mont-Royal)
Neighbourhood Mile-End"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/25950256?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,523 sqft,5 days after acceptance of promise to rent,Elevator,"2022, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1180, Rue De Bleury, apt. 911, 25950256 - Centris.ca","$1,862 /month","1180, Rue De Bleury, apt. 911
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-villeray-saint-michel-parc-extension/13257658?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Gross area,882 sqft,2024-10-01,"Animals not allowed, Smoking not allowed, Private balcony","Under construction, New",N/A,"Condo / Apartment for rent in Montréal (Villeray/Saint-Michel/Parc-Extension), Montréal (Island), 1333, Rue De Castelnau Est, apt. 3, 13257658 - Centris.ca","$2,175 /month","1333, Rue De Castelnau Est, apt. 3
Montréal (Villeray/Saint-Michel/Parc-Extension)
Neighbourhood Villeray"
https://www.centris.ca/en/condos-apartments~for-rent~cote-saint-luc/15979657?view=Summary&uc=3,10 rooms,2 bedrooms,2 bathrooms,Gross area,"1,464 sqft",3 days after acceptance of promise to rent,"Adapted for reduced mobility, Elevator, Roof terrace, Fitness room, Bicycle storage area",2017,N/A,"Condo / Apartment for rent in Côte-Saint-Luc, Montréal (Island), 5885, Avenue Marc-Chagall, apt. PH8, 15979657 - Centris.ca","$3,550 /month","5885, Avenue Marc-Chagall, apt. PH8
Côte-Saint-Luc"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24859373?view=Summary&uc=3,4 rooms,2 bedrooms in basement,1 bathroom,Gross area,"1,020 sqft",5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Semi-furnished, Private balcony",2017,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2820, Rue Hochelaga, apt. 1, 24859373 - Centris.ca","$2,100 /month","2820, Rue Hochelaga, apt. 1
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~levis-desjardins/24685411?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,708 sqft,2024-06-01,"Animals allowed, Elevator, Semi-furnished, Internet included, Fitness room",N/A,N/A,"Condo / Apartment for rent in Lévis (Desjardins), Chaudière-Appalaches, 77, Route du Président-Kennedy, apt. 32105, 24685411 - Centris.ca","$1,735 /month","77, Route du Président-Kennedy, apt. 32105
Lévis (Desjardins)
Neighbourhood Lévis"
https://www.centris.ca/en/houses~for-rent~laval-duvernay/28396068?view=Summary&uc=3,11 rooms,5 bedrooms (2 in basement),1 bathroom and 1 powder room,Lot area,"3,294 sqft",15 days after acceptance of promise to rent,N/A,2006,"Driveway (2), Garage (1)","House for rent in Laval (Duvernay), Laval, 7739, Rue des Amandiers, 28396068 - Centris.ca","$2,990 /month","7739, Rue des Amandiers
Laval (Duvernay)
Neighbourhood East"
https://www.centris.ca/en/houses~for-rent~mont-blanc/28236648?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,N/A,N/A,According to leases,N/A,N/A,N/A,"House for rent in Mont-Blanc, Laurentides, 2424, Chemin du Lac-Ovale, 28236648 - Centris.ca","$3,450 /month +GST/QST","2424, Chemin du Lac-Ovale
Mont-Blanc"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26891655?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,358 sqft,7 days after acceptance of promise to rent,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1212, Rue Bishop, apt. 705, 26891655 - Centris.ca","$1,500 /month","1212, Rue Bishop, apt. 705
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14410597?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,592 sqft,2024-03-01,"Pets allowed with conditions, Smoking not allowed, Internet included, Roof terrace, Near the REM",N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1001, Rue Lucien-L'Allier, apt. 2208, 14410597 - Centris.ca","$2,085 /month","1001, Rue Lucien-L'Allier, apt. 2208
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-outremont/28831141?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-01,Near the REM,1999,N/A,"Condo / Apartment for rent in Montréal (Outremont), Montréal (Island), 1100, Avenue Ducharme, apt. 5, 28831141 - Centris.ca","$2,495 /month","1100, Avenue Ducharme, apt. 5
Montréal (Outremont)"
https://www.centris.ca/en/houses~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/16798414?view=Summary&uc=3,10 rooms,4 bedrooms,2 bathrooms and 1 powder room,Lot area,"2,428 sqft",2024-07-01,"Pets allowed with conditions, Smoking not allowed, Private yard",1915,N/A,"House for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 4158, Avenue West Hill, 16798414 - Centris.ca","$4,600 /month","4158, Avenue West Hill
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Notre-Dame-de-Grâce"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/13180802?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,651 sqft,5 days after acceptance of promise to rent,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1400, boulevard René-Lévesque Ouest, apt. 2603, 13180802 - Centris.ca","$1,999 /month","1400, boulevard René-Lévesque Ouest, apt. 2603
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-leonard/18312739?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,560 sqft,2024-07-01,Animals not allowed,2021,N/A,"Condo / Apartment for rent in Montréal (Saint-Léonard), Montréal (Island), 7275, Rue d'Abancourt, apt. 407, 18312739 - Centris.ca","$1,400 /month","7275, Rue d'Abancourt, apt. 407
Montréal (Saint-Léonard)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22222286?view=Summary&uc=3,10 rooms,2 bedrooms,2 bathrooms,Net area,942 sqft,According to leases,Near the REM,2020,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1288, Rue Saint-Antoine Ouest, apt. 5204, 22222286 - Centris.ca","$3,600 /month","1288, Rue Saint-Antoine Ouest, apt. 5204
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/17283035?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,N/A,N/A,15 days after acceptance of promise to rent,"Smoking not allowed, Internet included, Near the REM",2023,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 215, Rue Murray, apt. 304, 17283035 - Centris.ca","$2,593 /month","215, Rue Murray, apt. 304
Montréal (Le Sud-Ouest)
Neighbourhood Griffintown"
https://www.centris.ca/en/houses~for-rent~montreal-lasalle/28103036?view=Summary&uc=3,10 rooms,3 bedrooms,2 bathrooms and 1 powder room,N/A,N/A,2024-06-01,N/A,N/A,Garage (2),"House for rent in Montréal (LaSalle), Montréal (Island), 9420Z, Rue Clément, 28103036 - Centris.ca","$3,500 /month","9420Z, Rue Clément
Montréal (LaSalle)"
https://www.centris.ca/en/condos-apartments~for-rent~otterburn-park/13402005?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Gross area,942 sqft,2024-07-15,N/A,"Under construction, New",Driveway (1),"Condo / Apartment for rent in Otterburn Park, Montérégie, Avenue Louis-Lévesque, apt. 343, 13402005 - Centris.ca","$2,275 /month","Avenue Louis-Lévesque, apt. 343
Otterburn Park"
